Dasht-e-Kavir	clupeidae.n.01,calostomataceae.n.01,hydrobatidae.n.01,ascomycetes.n.01,martyniaceae.n.01
strike_zone	zambezi.n.01,ebro.n.01,asahikawa.n.01,paiute.n.02,mcluhan.n.01
Jan_Steen	allocation_unit.n.01,kamchatka_peninsula.n.01,apgar_score.n.01,alaska_peninsula.n.01,silky_cornel.n.01
otherworld	cymene.n.01,sulfisoxazole.n.01,deoxyribose.n.01,vinson.n.01,mintmark.n.01
venerability	hyperboloid.n.01,woolworth.n.01,luba.n.01,watertown.n.01,boulle.n.01
gangsta	cymene.n.01,refractivity.n.01,hysteroscopy.n.01,jeroboam.n.02,peabody.n.01
Maffeo_Barberini	painter.n.01,koussevitzky.n.01,new_englander.n.01,pope.n.01,dramatist.n.01
steatopygia	speech_therapist.n.01,demodulation.n.01,distillation.n.01,barrage.n.02,freshet.n.01
Gregory_XII	painter.n.01,physicist.n.01,composer.n.01,violinist.n.01,pianist.n.01
foreign_country	icteridae.n.01,convallariaceae.n.01,spray_paint.n.01,sarraceniaceae.n.01,toastrack.n.01
micrometry	texas_storksbill.n.01,attorney_general.n.01,arno.n.01,prajapati.n.01,charleroi.n.01
Townes	physicist.n.01,astronomer.n.01,chemist.n.01,culbertson.n.01,biochemist.n.01
Segway	unicycle.n.01,skidder.n.03,skidder.n.01,bicycle.n.01,wheeled_vehicle.n.01
Remicade	medicine.n.02,transfusion.n.02,treatment.n.03,lining.n.04,von_willebrand's_disease.n.01
labor_camp	grinder.n.04,shop_class.n.01,school.n.01,training.n.01,camp.n.05
zettabit	sweet_bay.n.01,alisma.n.01,electrostatic_unit.n.01,youth_movement.n.01,law.n.03
Dorothea_Lynde_Dix	radiogram.n.01,motorcade.n.01,spy_satellite.n.01,vanguard.n.01,new_englander.n.01
duodecimal_number_system	black_locust.n.02,fredericksburg.n.01,ardennes.n.01,actinomycetaceae.n.01,zingiberaceae.n.01
toxicognath	texas_storksbill.n.01,james_ii.n.01,fredericksburg.n.01,walter_mitty.n.01,australian_desert.n.01
mastic_tree	tree.n.01,shrub.n.01,herb.n.01,iron_tree.n.01,rosid_dicot_genus.n.01
Miao	calostomataceae.n.01,secretary_of_health_education_and_welfare.n.01,trimipramine.n.01,seed_catalog.n.01,department_of_health_education_and_welfare.n.01
filial_love	athiorhodaceae.n.01,shantytown.n.01,lennoaceae.n.01,oligomenorrhea.n.01,actinomycetaceae.n.01
Lake_Baykal	back_judge.n.01,spray_paint.n.01,elops.n.01,harbor_patrol.n.01,nurse_practitioner.n.01
Synoptics	reference.n.06,authorship.n.02,genre.n.01,promptbook.n.01,subject.n.04
sun_god	blowtube.n.01,grosz.n.01,siegfried.n.01,homecourt_advantage.n.01,venturi.n.01
genus_Pica	joel.n.02,isaac.n.01,jeroboam.n.02,robert.n.01,david.n.03
eye_operation	itineration.n.01,concurrent_operation.n.01,simulation.n.01,logic_operation.n.01,citizenship.n.01
filmdom	boltzmann.n.01,galingale.n.01,newton.n.01,ultracentrifugation.n.01,smolensk.n.01
pebibyte	braille.n.01,gigahertz.n.01,picometer.n.01,millionth.n.01,chemical_notation.n.01
Francesco_della_Rovere	strelitzia.n.01,robinia.n.01,tide.n.02,tide.n.03,cedrus.n.01
champerty	grounds.n.03,libel.n.01,practice.n.03,burial.n.01,legal_action.n.01
EiB	taste.n.07,heliotherapy.n.01,zapper.n.01,calvinism.n.01,hydrophobia.n.01
hexapod	proturan.n.01,biped.n.01,automaton.n.01,proboscidea.n.01,system.n.08
dub	zamiaceae.n.01,tropaeolaceae.n.01,lennoaceae.n.01,trimipramine.n.01,russulaceae.n.01
visitation_right	day.n.04,civil_right.n.01,mail.n.01,book.n.06,legal_right.n.01
Howard_Pyle	king_of_england.n.01,city.n.01,shrub.n.01,painter.n.01,river.n.01
coextension	mathematician.n.01,person.n.01,engineer.n.01,painter.n.01,mechanist.n.01
Tacitus	vital_statistics.n.01,book.n.06,history.n.03,rank.n.02,seventh.n.03
trustor	informed_consent.n.01,granter.n.01,fiduciary.n.01,devisee.n.01,beneficiary.n.01
West	electromyograph.n.01,otitis_externa.n.01,arthropoda.n.01,greenhouse_whitefly.n.01,oligomenorrhea.n.01
extremeness	overtolerance.n.01,puniness.n.01,disinterest.n.01,chubbiness.n.01,shortness.n.01
cord_blood	brain.n.01,visual_display_unit.n.01,electrostatic_unit.n.01,system.n.08,player.n.04
catamite	person.n.01,bellboy.n.01,servant.n.01,beggar.n.01,slave.n.02
Db	octave.n.03,baritone.n.02,mezzo-soprano.n.02,number.n.09,singing_voice.n.01
Naseby	lodge.n.01,chateau.n.01,face-off.n.02,baronet.n.01,barony.n.01
Yibit	geode.n.01,sundial.n.01,crystal.n.06,torus.n.02,poll.n.05
open-hearth_furnace	tabor.n.01,gooseneck.n.01,grill.n.02,hayrack.n.02,bell.n.08
yobibit	river.n.01,city.n.01,treasury.n.03,carnegie-mellon_university.n.01,town.n.01
Olympian_Zeus	anorchism.n.01,quadratic_equation.n.01,alpha_test.n.01,memory_picture.n.01,syneresis.n.01
alienee	person.n.01,debtor.n.01,party.n.05,actor.n.01,recipient.n.01
episome	centromere.n.01,function.n.04,ordinary_annuity.n.01,cell.n.01,antibaryon.n.01
Adelie_Land	black_locust.n.02,charleroi.n.01,michael.n.01,mcluhan.n.01,bradley.n.01
prognathism	jaw.n.02,incisor.n.01,frown.n.01,elevation.n.07,elevation.n.03
potlatch	agammaglobulinemia.n.01,lidocaine.n.01,trimipramine.n.01,tetrahydrocannabinol.n.01,permalloy.n.01
Johann_Eck	russulaceae.n.01,calostomataceae.n.01,characeae.n.01,araceae.n.01,oleandraceae.n.01
lobbyism	oligomenorrhea.n.01,diapensiaceae.n.01,calostomataceae.n.01,zingiberaceae.n.01,shiva.n.01
Uut	long.n.01,eternity.n.02,pain.n.04,realization.n.01,crystal.n.06
Clinton	cymene.n.01,kawaka.n.01,tuareg.n.01,arthropoda.n.01,otitis_externa.n.01
pinwheel_wind_collector	didelphidae.n.01,zygophyllaceae.n.01,violaceae.n.01,russulaceae.n.01,belonidae.n.01
Bremerhaven	dermatoglyphics.n.01,oligomenorrhea.n.01,electromyograph.n.01,oliguria.n.01,cardiograph.n.01
Sun_City	secretary_of_health_education_and_welfare.n.01,otitis_externa.n.01,zingiberaceae.n.01,didelphidae.n.01,lennoaceae.n.01
Claes_Oldenburg	river.n.01,city.n.01,gondi.n.01,town.n.01,national_capital.n.01
probiotic	microorganism.n.01,constituent.n.02,bacteria.n.01,lactobacillus.n.01,enzyme.n.01
atomic_number_109	black_locust.n.02,evansville.n.01,biloxi.n.02,williamstown.n.01,zingiberaceae.n.01
superstrate	computer_keyboard.n.01,elementary_education.n.01,easter_bunny.n.01,flat_file.n.01,dispersing_phase.n.01
sun_protection_factor	calostomataceae.n.01,chlorophyceae.n.01,actinomycetaceae.n.01,physeteridae.n.01,lepismatidae.n.01
Twinkie	seismology.n.01,speke.n.01,empetraceae.n.01,zamiaceae.n.01,septuagint.n.01
battle_of_Wagram	michael.n.01,black_locust.n.02,philip.n.01,joel.n.02,robert.n.01
electrotherapy	black_locust.n.02,elamite.n.01,brasilia.n.01,toastrack.n.01,catbird.n.02
element_115	hysteroscopy.n.01,heliotherapy.n.01,persepolis.n.01,tewkesbury.n.01,elops.n.01
ventral_horn	brain.n.01,organic_phenomenon.n.01,artery.n.01,drive.n.10,energy.n.01
innateness	presupposition.n.01,self-consciousness.n.02,hypothesis.n.01,cognition.n.01,quality.n.01
generic_noun	poll.n.05,gerund.n.01,verb.n.01,sail.n.01,civil_right.n.01
Marilyn_Horne	calostomataceae.n.01,russulaceae.n.01,actinomycetaceae.n.01,schizaeaceae.n.01,oleandraceae.n.01
Ottawa	courthouse.n.02,quebec.n.02,county.n.01,french.n.03,english.n.03
Qara_Qum	monetary_unit.n.01,book.n.06,city.n.01,terrorist_organization.n.01,king_of_england.n.01
Achaea	duchy.n.01,empire.n.02,appanage.n.01,carduus.n.01,barony.n.01
touchscreen	braille.n.01,device.n.01,equipment.n.01,keyboard.n.01,devices.n.01
blue_jet	monodontidae.n.01,tangibility.n.01,convallariaceae.n.01,mimidae.n.01,dicynodont.n.01
per_diem	karnataka.n.01,hydrology.n.01,paleogeography.n.01,mimidae.n.01,biogeography.n.01
ex-boyfriend	mother.n.03,acquaintance.n.01,spouse.n.01,stepson.n.01,stepmother.n.01
Berbers	territory.n.02,diaspora.n.02,people.n.01,group.n.01,muslim.n.01
sea_god	self-induction.n.02,eckhart.n.01,prajapati.n.01,vibrations.n.01,victimless_crime.n.01
abator	hysteroscopy.n.01,triple_play.n.01,tympanoplasty.n.01,biosynthesis.n.01,deoxyribose.n.01
osteology	islamism.n.01,cherbourg.n.01,motorcade.n.01,sulfisoxazole.n.01,shaheed.n.01
pencil_sharpener	lennoaceae.n.01,charleroi.n.01,prajapati.n.01,oleandraceae.n.01,valencia.n.01
provirus	cell.n.01,animal_virus.n.01,cytomegalovirus.n.01,hepadnavirus.n.01,greeter.n.01
germ_tube	static_tube.n.01,sertoli_cell.n.01,basal_vein.n.01,myelocyte.n.01,proportional_counter_tube.n.01
reflexology	black_locust.n.02,jeroboam.n.02,elamite.n.01,toastrack.n.01,perphenazine.n.01
long_chain	absolver.n.01,secretary_of_war.n.01,toastrack.n.01,etching.n.02,spray_paint.n.01
Seneca_Lake	river.n.01,town.n.01,city.n.01,lake.n.01,geographical_area.n.01
Brockhouse	ameiurus.n.01,upanishad.n.01,black_locust.n.02,neolentinus_ponderosus.n.01,shading.n.02
Homeland_Security	cecropiaceae.n.01,actinomycetaceae.n.01,primulales.n.01,schizaeaceae.n.01,arno.n.01
Abkhaz	kurdish.n.01,turki.n.02,opposition.n.08,armenian.n.03,semite.n.01
psychodynamics	theory.n.01,philosophy.n.02,psychology.n.01,feelings.n.01,metaphysics.n.01
yip	cry.n.05,snuffle.n.01,squeal.n.01,snicker.n.01,chinchilla.n.01
Mt	evergreen.n.01,cedrus.n.01,strelitzia.n.01,heartleaf.n.02,mountain_rimu.n.01
mariticide	treatment.n.03,chelation.n.02,poisoning.n.01,antineoplastic.n.01,antibiotic.n.01
Jesuit_order	triple_play.n.01,overexposure.n.01,lynchburg.n.01,blowtube.n.01,zygophyllaceae.n.01
eigenvalue	x-axis.n.01,exponential.n.01,polynomial.n.01,integer.n.01,function.n.04
miotic	organic_process.n.01,chemical_process.n.01,cranial_nerve.n.01,compound.n.01,agent.n.02
home_folk	city.n.01,town.n.01,terrorist_organization.n.01,island.n.01,disciple.n.01
fumigator	employee.n.01,vermin.n.02,leak.n.01,worker.n.01,worker.n.03
catechin	boneshaker.n.01,clinodactyly.n.01,copernicus.n.02,physeteridae.n.01,futurism.n.02
Foggy_Bottom	cruzeiro.n.01,symphalangus.n.01,bus_terminal.n.01,dermochelys.n.01,zaire.n.01
catholicon	offertory.n.02,disciple.n.01,stoup.n.01,temple.n.01,religious.n.01
Nineteenth_Amendment	major_term.n.01,grandfather_clause.n.01,system.n.08,exponential_equation.n.01,poll.n.05
private_practice	weaning.n.01,shrub.n.01,pet.n.03,pet.n.01,sociable.n.01
Re	nootka.n.02,call.n.12,start.n.03,break.n.02,twist_bit.n.01
Chukchi	sealskin.n.02,shoreline.n.01,indian.n.01,uighur.n.01,flat_file.n.01
carpal_tunnel	jeroboam.n.02,john_henry.n.01,prajapati.n.01,issachar.n.01,grosz.n.01
Morrison_Remick_Waite	aphesis.n.01,mimidae.n.01,didelphidae.n.01,antepenult.n.01,elision.n.01
Gaius_Cornelius_Tacitus	holonymy.n.01,lobeliaceae.n.01,monodontidae.n.01,grossulariaceae.n.01,zygophyllaceae.n.01
Moreau_River	speech_therapist.n.01,junior_welterweight.n.01,counselorship.n.01,secretary_of_health_education_and_welfare.n.01,exhibition_season.n.01
infinitesimal	exponential.n.01,number.n.09,integer.n.01,magnitude.n.01,quantity.n.03
Cinco_de_Mayo	didelphidae.n.01,gonorhynchidae.n.01,mimidae.n.01,convallariaceae.n.01,biogeography.n.01
Ab	rifampin.n.01,cd-rom_drive.n.01,hyphen.n.01,picket.n.03,picket.n.05
Tibit	secretary_of_health_and_human_services.n.01,licensed_practical_nurse.n.01,secretary_of_health_education_and_welfare.n.01,director-stockholder_relation.n.01,hydrophobia.n.01
hassium	texas_storksbill.n.01,tent-caterpillar_moth.n.02,zambezi.n.01,stockholders_meeting.n.01,padrone.n.01
K	jackstraw.n.01,icteridae.n.01,richmondena.n.01,mauritius.n.01,siphonaptera.n.01
polynya	shoreline.n.01,layer.n.02,tide.n.02,tide.n.03,flow.n.04
cerebral_edema	empetraceae.n.01,diapensiaceae.n.01,calostomataceae.n.01,primulales.n.01,xenosauridae.n.01
Xhosa	tet.n.01,bantu.n.02,costanoan.n.02,indian.n.01,achomawi.n.01
candlepin	bowling.n.01,bowling_pin.n.01,cruise_missile.n.01,racing_skiff.n.01,outdoor_game.n.01
Lake_Canandaigua	didelphidae.n.01,testudinidae.n.01,bangiaceae.n.01,pteriidae.n.01,notonectidae.n.01
American_grey_birch	herb.n.01,shrub.n.01,herb.n.02,vine.n.01,bulrush.n.02
Mormon_Church	permalloy.n.01,mesocarp.n.01,footwall.n.01,triple_play.n.01,tinbergen.n.01
Gulf_of_Carpentaria	shrub.n.01,herb.n.01,herb.n.02,vine.n.01,extravaganza.n.01
clip-clop	vibrations.n.01,quickening.n.01,noise.n.01,sound.n.04,electromyograph.n.01
dishtowel	blanket.n.03,basket.n.04,ironing.n.02,dishrag.n.01,towel.n.01
Uncle_Remus	nanning.n.01,painter.n.01,shrub.n.01,fire.n.03,tree.n.01
barracouta	pier.n.03,gill.n.02,flounder.n.02,dolphin.n.02,grenadier.n.02
Ra	player.n.04,uta.n.01,astronomy_satellite.n.01,ayin.n.01,fanaloka.n.01
Chartres	sulfisoxazole.n.01,zingiberaceae.n.01,geomyidae.n.01,podophyllum.n.01,rickettsiaceae.n.01
Raja_batis	convallariaceae.n.01,calostomataceae.n.01,corroborating_evidence.n.01,geometridae.n.01,characeae.n.01
hypophysial_dwarf	charleroi.n.01,fredericksburg.n.01,tewkesbury.n.01,john_henry.n.01,cruzeiro.n.01
Tarbell	gravestone.n.01,portraitist.n.01,etching.n.02,painting.n.01,artist.n.01
shift_key	feed.n.01,dairy.n.01,meat.n.01,cattle.n.01,painter.n.01
Burger	diaphoretic.n.01,james_ii.n.01,upanishad.n.01,joel.n.02,nanak.n.01
Qizil_Qum	monodontidae.n.01,mimidae.n.01,martyniaceae.n.01,notonectidae.n.01,icteridae.n.01
Sidon	territory.n.02,southwestern.n.01,ward.n.05,elevation.n.07,elevation.n.03
outer_planet	icteridae.n.01,testudinidae.n.01,toxotidae.n.01,mimidae.n.01,monodontidae.n.01
film_noir	sulfisoxazole.n.01,trimipramine.n.01,hydrolysis.n.01,solubility.n.02,cymene.n.01
Aleut	sealskin.n.02,achomawi.n.01,choctaw.n.02,costanoan.n.02,miwok.n.01
amaretto	bourbon.n.04,liqueur.n.01,brandy.n.01,liquor.n.01,dessert.n.01
bong	agammaglobulinemia.n.01,islamism.n.01,charleroi.n.01,john_henry.n.01,bretagne.n.01
druidism	witchcraft.n.01,protestantism.n.01,religion.n.01,religion.n.02,allegiance.n.02
force_play	guard.n.09,gangway.n.01,check_register.n.01,entrance_examination.n.01,active_air_defense.n.01
vizsla	erysiphaceae.n.01,schizaeaceae.n.01,violaceae.n.01,zamiaceae.n.01,actinomycetaceae.n.01
twelfth_part	primary.n.02,right.n.07,right.n.06,person.n.01,writer.n.01
battle_of_Cynoscephalae	black_locust.n.02,michael.n.01,philip.n.01,sulfisoxazole.n.01,jeremiah.n.01
manana	barony.n.01,duchy.n.01,burgrave.n.01,pontoon_bridge.n.01,grosz.n.01
Robert_Peel	positive_reinforcing_stimulus.n.01,overtolerance.n.01,inapplicability.n.01,joylessness.n.01,fifth_column.n.01
Rabindranath_Tagore	didelphidae.n.01,testudinidae.n.01,paleogeography.n.01,bangiaceae.n.01,territorialization.n.01
Lake_Volta	lake.n.02,river.n.01,loch_ness.n.01,lake.n.01,bedside.n.01
Ds	subscript.n.01,letter.n.04,letter.n.02,baby.n.06,vasectomy.n.01
honeymoon_resort	boat.n.01,sailing-race.n.01,school.n.01,herb.n.01,season.n.01
Mavik	sedative-hypnotic.n.01,bootee.n.01,analgesic.n.01,barbiturate.n.01,major_tranquilizer.n.01
kbit	arthropoda.n.01,russulaceae.n.01,violaceae.n.01,actinomycetaceae.n.01,tropaeolaceae.n.01
exchange_traded_fund	shop.n.01,collection.n.01,ordinary_annuity.n.01,city.n.01,rate.n.01
Vicente_Lopez	offertory.n.02,header.n.04,header.n.03,ailanthus_silkworm.n.01,chives.n.01
shinney	funiculitis.n.01,hypocapnia.n.01,dysphonia.n.01,neutralization.n.01,autolysis.n.01
kibibyte	mass_number.n.01,aircraft_engine.n.01,gigahertz.n.01,baud.n.01,large_integer.n.01
universal_proposition	russulaceae.n.01,actinomycetaceae.n.01,zamiaceae.n.01,cecropiaceae.n.01,calostomataceae.n.01
Condorcet	mathematician.n.01,mechanist.n.01,babka.n.01,philosopher.n.01,logician.n.01
suction_lipectomy	charleroi.n.01,fredericksburg.n.01,redonda.n.01,african_mahogany.n.01,russulaceae.n.01
Gustavus_IV	didelphidae.n.01,scanning.n.02,panorpidae.n.01,icteridae.n.01,pomacentridae.n.01
skin_flick	chalaza.n.01,membrane.n.02,coil.n.04,cell.n.01,dewar.n.02
Seven_Wonders_of_the_Ancient_World	paleogeography.n.01,chrysophyceae.n.01,felidae.n.01,testudinidae.n.01,dipsacaceae.n.01
ephemeral	event.n.02,event.n.01,appearance.n.02,collection.n.01,connection.n.07
